Date,Open,High,Low,Close,Adj Close,Volume
2021-06-10,6.386500,6.394500,6.373400,6.386500,6.386500,0
2021-06-11,6.392300,6.397900,6.376500,6.392300,6.392300,0
2021-06-14,6.397700,6.397700,6.397200,6.397700,6.397700,0
2021-06-15,6.397200,6.406300,6.393100,6.397200,6.397200,0
2021-06-16,6.405000,6.405000,6.392600,6.405000,6.405000,0
2021-06-17,6.396700,6.448100,6.396200,6.396700,6.396700,0
2021-06-18,6.447700,6.452100,6.429200,6.447400,6.447400,0
2021-06-21,6.452100,6.470300,6.447100,6.452100,6.452100,0
2021-06-22,6.465900,6.480300,6.454600,6.465900,6.465900,0
2021-06-23,6.480300,6.488700,6.463000,6.480300,6.480300,0
2021-06-24,6.473000,6.481200,6.456100,6.473000,6.473000,0
2021-06-25,6.471000,6.471100,6.450200,6.471000,6.471000,0
2021-06-28,6.446300,6.463500,6.445600,6.446300,6.446300,0
2021-06-29,6.455100,6.467500,6.450400,6.455100,6.455100,0
2021-06-30,6.463100,6.463100,6.444800,6.463100,6.463100,0
2021-07-01,6.456200,6.468100,6.454400,6.456200,6.456200,0
2021-07-02,6.467600,6.483800,6.463500,6.467600,6.467600,0
2021-07-05,6.472100,6.472100,6.454500,6.472100,6.472100,0
2021-07-06,6.462800,6.478200,6.452700,6.462800,6.462800,0
2021-07-07,6.478300,6.479100,6.455400,6.478100,6.478100,0
2021-07-08,6.471500,6.489800,6.468500,6.471500,6.471500,0
2021-07-09,6.489100,6.489500,6.469500,6.489100,6.489100,0
2021-07-12,6.478000,6.478000,6.463900,6.478000,6.478000,0
2021-07-13,6.474600,6.474600,6.453200,6.474600,6.474600,0
2021-07-14,6.467500,6.476000,6.448500,6.467500,6.467500,0
2021-07-15,6.468100,6.468700,6.450700,6.468300,6.468300,0
2021-07-16,6.459900,6.478500,6.456400,6.460100,6.460100,0
2021-07-19,6.478200,6.490200,6.476600,6.478200,6.478200,0
2021-07-20,6.489400,6.489500,6.472700,6.489400,6.489400,0
2021-07-21,6.483900,6.484400,6.461100,6.483900,6.483900,0
2021-07-22,6.467000,6.469700,6.455700,6.467000,6.467000,0
2021-07-23,6.469700,6.480600,6.461600,6.469700,6.469700,0
2021-07-26,6.480400,6.486300,6.472900,6.480400,6.480400,0
2021-07-27,6.481700,6.510500,6.473300,6.481700,6.481700,0
2021-07-28,6.509700,6.510300,6.487400,6.509700,6.509700,0
2021-07-29,6.489400,6.489900,6.446400,6.489400,6.489400,0
2021-07-30,6.455300,6.466600,6.443200,6.455300,6.455300,0
2021-08-02,6.460500,6.467500,6.451000,6.460500,6.460500,0
2021-08-03,6.461200,6.469400,6.453400,6.461000,6.461000,0
2021-08-04,6.469200,6.469400,6.449800,6.469200,6.469200,0
2021-08-05,6.465200,6.465800,6.452000,6.465200,6.465200,0
2021-08-06,6.460300,6.483300,6.460300,6.460300,6.460300,0
2021-08-09,6.482500,6.486900,6.467800,6.482500,6.482500,0
2021-08-10,6.485200,6.485500,6.469200,6.485200,6.485200,0
2021-08-11,6.484800,6.487300,6.470900,6.484900,6.484900,0
2021-08-12,6.478200,6.479700,6.465700,6.478200,6.478200,0
2021-08-13,6.478400,6.482200,6.466600,6.478300,6.478300,0
2021-08-16,6.476400,6.479200,6.472700,6.476400,6.476400,0
2021-08-17,6.473600,6.486100,6.467500,6.473600,6.473600,0
2021-08-18,6.485100,6.485300,6.471000,6.485100,6.485100,0
2021-08-19,6.483200,6.497400,6.482800,6.483200,6.483200,0
2021-08-20,6.493700,6.503100,6.489400,6.493700,6.493700,0
2021-08-23,6.491600,6.495400,6.471500,6.491600,6.491600,0
2021-08-24,6.480000,6.483200,6.468600,6.480000,6.480000,0
2021-08-25,6.469900,6.478300,6.467500,6.469900,6.469900,0
2021-08-26,6.474900,6.485600,6.472500,6.474900,6.474900,0
2021-08-27,6.480500,6.486700,6.469400,6.480500,6.480500,0
2021-08-30,6.470800,6.470800,6.457700,6.470800,6.470800,0
2021-08-31,6.465100,6.470900,6.450800,6.465100,6.465100,0
2021-09-01,6.459600,6.468000,6.454400,6.459600,6.459600,0
2021-09-02,6.458900,6.462300,6.446200,6.459000,6.459000,0
2021-09-03,6.455400,6.460100,6.432700,6.455400,6.455400,0
2021-09-06,6.451900,6.458500,6.447400,6.451900,6.451900,0
2021-09-07,6.456700,6.466100,6.445600,6.456700,6.456700,0
2021-09-08,6.465500,6.465600,6.451100,6.465500,6.465500,0
2021-09-09,6.460700,6.462200,6.445000,6.460700,6.460700,0
2021-09-10,6.454300,6.456000,6.427100,6.454300,6.454300,0
2021-09-13,6.443400,6.456300,6.443300,6.443400,6.443400,0
2021-09-14,6.450800,6.451000,6.436900,6.450800,6.450800,0
2021-09-15,6.438300,6.443300,6.427500,6.438300,6.438300,0
2021-09-16,6.431400,6.456800,6.429700,6.431400,6.431400,0
2021-09-17,6.456600,6.467900,6.440600,6.456600,6.456600,0
2021-09-20,6.465200,6.465800,6.464000,6.465200,6.465200,0
2021-09-21,6.465000,6.466500,6.465000,6.465000,6.465000,0
2021-09-22,6.466000,6.472300,6.455800,6.466000,6.466000,0
2021-09-23,6.460800,6.468800,6.443500,6.460800,6.460800,0
2021-09-24,6.457900,6.468600,6.455900,6.457900,6.457900,0
2021-09-27,6.465700,6.465700,6.449400,6.465700,6.465700,0
2021-09-28,6.456000,6.461100,6.449200,6.456000,6.456000,0
2021-09-29,6.459000,6.470300,6.454100,6.459000,6.459000,0
2021-09-30,6.469600,6.473300,6.436700,6.469600,6.469600,0
2021-10-01,6.445500,6.445900,6.445300,6.445500,6.445500,0
2021-10-04,6.445700,6.445700,6.445200,6.445700,6.445700,0
2021-10-05,6.445200,6.445200,6.445200,6.445200,6.445200,0
2021-10-06,6.445200,6.445200,6.445200,6.445200,6.445200,0
2021-10-07,6.445200,6.445700,6.445200,6.445200,6.445200,0
2021-10-08,6.445200,6.450400,6.430700,6.445200,6.445200,0
2021-10-11,6.442300,6.449700,6.425200,6.442300,6.442300,0
2021-10-12,6.449600,6.457000,6.439300,6.449600,6.449600,0
2021-10-13,6.448000,6.450200,6.426100,6.448000,6.448000,0
2021-10-14,6.426600,6.439000,6.426600,6.426600,6.426600,0
2021-10-15,6.439000,6.439500,6.420200,6.439000,6.439000,0
2021-10-18,6.434800,6.438300,6.420500,6.434800,6.434800,0
2021-10-19,6.428900,6.428900,6.371700,6.428900,6.428900,0
2021-10-20,6.381800,6.396500,6.381100,6.381800,6.381800,0
2021-10-21,6.392900,6.401200,6.386400,6.392900,6.392900,0
2021-10-22,6.391800,6.399800,6.375000,6.391800,6.391800,0
2021-10-25,6.383900,6.390600,6.373100,6.383900,6.383900,0
2021-10-26,6.384700,6.385200,6.370900,6.384700,6.384700,0
2021-10-27,6.381500,6.395600,6.374700,6.381500,6.381500,0
2021-10-28,6.391600,6.403800,6.387100,6.391600,6.391600,0
2021-10-29,6.390400,6.406800,6.381700,6.390400,6.390400,0
2021-11-01,6.404800,6.405900,6.386800,6.404700,6.404700,0
2021-11-02,6.396200,6.400500,6.388500,6.396200,6.396200,0
2021-11-03,6.398900,6.405700,6.385600,6.398900,6.398900,0
2021-11-04,6.406200,6.406300,6.390700,6.406200,6.406200,0
2021-11-05,6.396400,6.403200,6.390800,6.396400,6.396400,0
2021-11-08,6.397900,6.399000,6.382700,6.397900,6.397900,0
2021-11-09,6.391600,6.396000,6.379600,6.391600,6.391600,0
2021-11-10,6.391700,6.393700,6.381200,6.391700,6.391700,0
2021-11-11,6.388100,6.406800,6.387800,6.388100,6.388100,0
2021-11-12,6.389500,6.396100,6.371300,6.389500,6.389500,0
2021-11-15,6.378700,6.384100,6.377700,6.378600,6.378600,0
2021-11-16,6.382100,6.395400,6.366000,6.382100,6.382100,0
2021-11-17,6.391100,6.392400,6.365800,6.391100,6.391100,0
2021-11-18,6.376900,6.386900,6.374400,6.376900,6.376900,0
2021-11-19,6.385000,6.389700,6.374300,6.385000,6.385000,0
2021-11-22,6.386200,6.388600,6.369800,6.386200,6.386200,0
2021-11-23,6.384300,6.392400,6.378900,6.384300,6.384300,0
2021-11-24,6.390800,6.392000,6.376900,6.390800,6.390800,0
2021-11-25,6.391800,6.392000,6.376700,6.391800,6.391800,0
2021-11-26,6.386000,6.392700,6.378900,6.386000,6.386000,0
2021-11-29,6.392000,6.392000,6.375800,6.392000,6.392000,0
2021-11-30,6.387000,6.387800,6.360800,6.387000,6.387000,0
2021-12-01,6.363200,6.371000,6.356500,6.363200,6.363200,0
2021-12-02,6.367300,6.377000,6.359300,6.367300,6.367300,0
2021-12-03,6.375600,6.376500,6.360800,6.375600,6.375600,0
2021-12-06,6.375400,6.377800,6.361800,6.375300,6.375300,0
2021-12-07,6.374800,6.375300,6.355700,6.374800,6.374800,0
2021-12-08,6.366300,6.366400,6.338200,6.366300,6.366300,0
2021-12-09,6.343700,6.377400,6.333700,6.343700,6.343700,0
2021-12-10,6.376500,6.382500,6.357300,6.376500,6.376500,0
2021-12-13,6.360000,6.366000,6.353700,6.360000,6.360000,0
2021-12-14,6.365500,6.368100,6.352900,6.365500,6.365500,0
2021-12-15,6.366500,6.367100,6.354200,6.366500,6.366500,0
2021-12-16,6.366500,6.368300,6.356300,6.366500,6.366500,0
2021-12-17,6.367200,6.381600,6.358600,6.367200,6.367200,0
2021-12-20,6.374400,6.379100,6.366400,6.374000,6.374000,0
2021-12-21,6.374600,6.375100,6.361600,6.374600,6.374600,0
2021-12-22,6.370600,6.372600,6.359900,6.370600,6.370600,0
2021-12-23,6.369100,6.370600,6.360100,6.369100,6.369100,0
2021-12-24,6.368800,6.370300,6.359700,6.368800,6.368800,0
2021-12-27,6.366600,6.372200,6.361300,6.366600,6.366600,0
2021-12-28,6.369800,6.371500,6.360800,6.369800,6.369800,0
2021-12-29,6.367200,6.371400,6.358400,6.367200,6.367200,0
2021-12-30,6.367300,6.377500,6.358700,6.367300,6.367300,0
2021-12-31,6.372100,6.377500,6.339700,6.372100,6.372100,0
2022-01-03,6.354900,6.354900,6.354800,6.354900,6.354900,0
2022-01-04,6.355100,6.355100,6.353100,6.355100,6.355100,0
2022-01-05,6.354000,6.363400,6.352100,6.354300,6.354300,0
2022-01-06,6.354000,6.382600,6.354000,6.354000,6.354000,0
2022-01-07,6.381900,6.382100,6.367400,6.381900,6.381900,0
2022-01-10,6.376800,6.376800,6.362400,6.376200,6.376200,0
2022-01-11,6.373900,6.375200,6.360800,6.373900,6.373900,0
2022-01-12,6.372900,6.373000,6.355200,6.372900,6.372900,0
2022-01-13,6.357600,6.362800,6.347400,6.357600,6.357600,0
2022-01-14,6.358100,6.360500,6.333900,6.358100,6.358100,0
2022-01-17,6.351800,6.356500,6.337300,6.351500,6.351500,0
2022-01-18,6.346700,6.353100,6.335400,6.346700,6.346700,0
2022-01-19,6.352200,6.354400,6.334500,6.352200,6.352200,0
2022-01-20,6.343500,6.345300,6.334000,6.343500,6.343500,0
2022-01-21,6.339500,6.343300,6.328300,6.339500,6.339500,0
2022-01-24,6.338000,6.338000,6.318600,6.337700,6.337700,0
2022-01-25,6.329800,6.330400,6.316900,6.329800,6.329800,0
2022-01-26,6.326500,6.326500,6.310900,6.326500,6.326500,0
2022-01-27,6.319600,6.367800,6.319500,6.319600,6.319600,0
2022-01-28,6.366900,6.366900,6.346900,6.366900,6.366900,0
2022-01-31,6.360000,6.360000,6.359500,6.351000,6.351000,0
2022-02-01,6.359500,6.360000,6.359500,6.359500,6.359500,0
2022-02-02,6.359500,6.359500,6.359500,6.359500,6.359500,0
2022-02-03,6.359500,6.360000,6.359500,6.359500,6.359500,0
2022-02-04,6.359500,6.359500,6.359500,6.359500,6.359500,0
2022-02-07,6.331700,6.351800,6.331700,6.359500,6.359500,0
2022-02-08,6.352300,6.370500,6.348800,6.352300,6.352300,0
2022-02-09,6.365700,6.365700,6.351000,6.365700,6.365700,0
2022-02-10,6.361400,6.361900,6.344100,6.361400,6.361400,0
2022-02-11,6.352600,6.364700,6.344500,6.352600,6.352600,0
2022-02-14,6.353600,6.362000,6.345400,6.353100,6.353100,0
2022-02-15,6.355900,6.356600,6.328600,6.355900,6.355900,0
2022-02-16,6.338000,6.340500,6.333200,6.338000,6.338000,0
2022-02-17,6.335600,6.338200,6.321100,6.335600,6.335600,0
2022-02-18,6.335800,6.337400,6.316100,6.335800,6.335800,0
2022-02-21,6.324600,6.335500,6.321000,6.324200,6.324200,0
2022-02-22,6.334200,6.350100,6.314000,6.334200,6.334200,0
2022-02-23,6.325300,6.330000,6.303900,6.325300,6.325300,0
2022-02-24,6.312300,6.329800,6.305200,6.312300,6.312300,0
2022-02-25,6.326800,6.326800,6.303900,6.326800,6.326800,0
2022-02-28,6.316500,6.318100,6.299200,6.316000,6.316000,0
2022-03-01,6.308400,6.313500,6.301400,6.308400,6.308400,0
2022-03-02,6.311500,6.321500,6.302300,6.311500,6.311500,0
2022-03-03,6.319600,6.320100,6.307800,6.319600,6.319600,0
2022-03-04,6.319300,6.320600,6.305700,6.319200,6.319200,0
2022-03-07,6.319000,6.324600,6.309100,6.316700,6.316700,0
2022-03-08,6.319300,6.320100,6.303800,6.319300,6.319300,0
2022-03-09,6.317600,6.325200,6.304700,6.317600,6.317600,0
2022-03-10,6.316600,6.323300,6.308400,6.316600,6.316600,0
2022-03-11,6.320800,6.338800,6.311200,6.320800,6.320800,0
2022-03-14,6.338700,6.364500,6.338700,6.338700,6.338700,0
2022-03-15,6.364600,6.383500,6.364300,6.364500,6.364500,0
2022-03-16,6.369100,6.369900,6.338600,6.369100,6.369100,0
2022-03-17,6.351200,6.351600,6.336100,6.351200,6.351200,0
2022-03-18,6.345500,6.365900,6.345500,6.345500,6.345500,0
2022-03-21,6.360200,6.365200,6.343400,6.360200,6.360200,0
2022-03-22,6.354500,6.365700,6.349900,6.354500,6.354500,0
2022-03-23,6.365300,6.375400,6.358500,6.365300,6.365300,0
2022-03-24,6.371300,6.376400,6.359600,6.371300,6.371300,0
2022-03-25,6.366300,6.367100,6.351400,6.366300,6.366300,0
2022-03-28,6.365200,6.380200,6.359100,6.365200,6.365200,0
2022-03-29,6.370700,6.372400,6.354200,6.370700,6.370700,0
2022-03-30,6.363100,6.363200,6.340200,6.363100,6.363100,0
2022-03-31,6.346200,6.352600,6.333200,6.346200,6.346200,0
2022-04-01,6.338900,6.363300,6.338900,6.338900,6.338900,0
2022-04-04,6.362100,6.362500,6.362000,6.362100,6.362100,0
2022-04-05,6.362400,6.362800,6.362000,6.362400,6.362400,0
2022-04-06,6.363100,6.374700,6.352600,6.363100,6.363100,0
2022-04-07,6.358500,6.363300,6.350800,6.358500,6.358500,0
2022-04-08,6.359700,6.366000,6.349300,6.359700,6.359700,0
2022-04-11,6.364000,6.374100,6.359900,6.364000,6.364000,0
2022-04-12,6.368700,6.373100,6.357100,6.368700,6.368700,0
2022-04-13,6.365000,6.369700,6.356400,6.365000,6.365000,0
2022-04-14,6.367200,6.379400,6.356300,6.367200,6.367200,0
2022-04-15,6.377400,6.377400,6.367900,6.377400,6.377400,0
2022-04-18,6.370200,6.373700,6.363400,6.370200,6.370200,0
2022-04-19,6.366200,6.395400,6.366000,6.366200,6.366200,0
2022-04-20,6.392400,6.418200,6.392000,6.392400,6.392400,0
2022-04-21,6.417700,6.450700,6.408100,6.417700,6.417700,0
2022-04-22,6.449300,6.505700,6.447200,6.449300,6.449300,0
2022-04-25,6.500300,6.576300,6.500200,6.500300,6.500300,0
2022-04-26,6.557900,6.559600,6.521800,6.557900,6.557900,0
2022-04-27,6.556300,6.562100,6.541000,6.556300,6.556300,0
2022-04-28,6.559500,6.629500,6.559500,6.559500,6.559500,0
2022-04-29,6.625300,6.649200,6.580600,6.625300,6.625300,0
2022-05-02,6.607500,6.607700,6.606900,6.607500,6.607500,0
2022-05-03,6.607500,6.607900,6.606900,6.607500,6.607500,0
2022-05-04,6.607400,6.607500,6.607300,6.607400,6.607400,0
2022-05-05,6.607500,6.654700,6.595000,6.607500,6.607500,0
2022-05-06,6.654600,6.693900,6.654500,6.654600,6.654600,0
2022-05-09,6.665600,6.729900,6.665500,6.665600,6.665600,0
2022-05-10,6.729800,6.739200,6.690400,6.729800,6.729800,0
2022-05-11,6.733600,6.735100,6.709500,6.733600,6.733600,0
2022-05-12,6.720700,6.795100,6.718800,6.720700,6.720700,0
2022-05-13,6.785900,6.810600,6.769300,6.785900,6.785900,0
2022-05-16,6.788000,6.801500,6.780900,6.788000,6.788000,0
2022-05-17,6.785100,6.785200,6.716000,6.785100,6.785100,0
